scientificName	accession	taxid
plasmid	NZ_CP041358	562
plasmid	NZ_CP041370	2592382
plasmid	NZ_CP041371	2592382
plasmid	NZ_CP040362	573
plasmid	NZ_CP040642	2580515
plasmid	NZ_CP033894	614
plasmid	NC_019260	75985
plasmid	NZ_CP033895	614
plasmid	NZ_CP041355	287
plasmid	NZ_CP041366	202954
plasmid	NZ_CP041367	202954
plasmid	NZ_CP015854	562
plasmid	NZ_CP033823	2488567
plasmid	NZ_CP033825	2488567
plasmid	NZ_CP033826	2488567
plasmid	NZ_CP033827	2488567
plasmid	NZ_CP033818	548
plasmid	NC_019261	34085
plasmid	NZ_CP033819	548
plasmid	NZ_CP033820	548
plasmid	NZ_CP033821	548
plasmid	NZ_CP026065	1280
plasmid	NZ_CP041588	470
plasmid	NZ_CP041589	470
plasmid	NZ_CP041590	470
plasmid	NZ_CP041396	28116
plasmid	NZ_CP041397	28116
plasmid	NZ_CP025708	562
plasmid	NC_017494	1359
plasmid	NC_006829	738
plasmid	NZ_CP025709	562
plasmid	NZ_CP025710	562
plasmid	NZ_CP025711	562
plasmid	NZ_CP022085	1038927
plasmid	NZ_CP022087	1038927
plasmid	NZ_CP041393	562
plasmid	NZ_CP041394	562
plasmid	NZ_CP041527	562
plasmid	NZ_CP041528	562
plasmid	NZ_CP041530	562
plasmid	NC_019263	80866
plasmid	NZ_CP041531	562
plasmid	NZ_CP041533	562
plasmid	NZ_CP041534	562
plasmid	NZ_CP041539	562
plasmid	NZ_CP041540	562
plasmid	NZ_CP041542	562
plasmid	NZ_CP041543	562
plasmid	NZ_CP041545	562
plasmid	NZ_CP041547	562
plasmid	NZ_CP041548	562
plasmid	NC_019264	80866
plasmid	NZ_CP041549	562
plasmid	NZ_CP041560	562
plasmid	NZ_CP041561	562
plasmid	NZ_CP041562	562
plasmid	NZ_CP041564	562
plasmid	NZ_CP041565	562
plasmid	NZ_CP041566	562
plasmid	NZ_CP041567	562
plasmid	NZ_CP041568	562
plasmid	NZ_CP041569	562
plasmid	NC_019267	615
plasmid	NZ_CP041570	562
plasmid	NZ_CP041571	562
plasmid	NZ_CP041582	562
plasmid	NZ_CP041583	562
plasmid	NZ_CP041536	562
plasmid	NZ_CP041537	562
plasmid	NZ_CP041551	562
plasmid	NZ_CP041552	562
plasmid	NZ_CP041553	562
plasmid	NZ_CP041554	562
plasmid	NC_019268	28090
plasmid	NZ_CP041555	562
plasmid	NZ_CP041557	562
plasmid	NZ_CP041558	562
plasmid	NZ_CP041579	562
plasmid	NZ_CP041580	562
plasmid	NZ_CP041523	562
plasmid	NZ_CP041524	562
plasmid	NZ_CP041525	562
plasmid	NZ_CP041573	562
plasmid	NZ_CP041574	562
plasmid	NC_019269	29484
plasmid	NZ_CP041575	562
plasmid	NZ_CP041576	562
plasmid	NZ_CP041577	562
plasmid	NZ_CP041645	573
plasmid	NZ_CP041514	1134687
plasmid	NZ_CP041646	43767
plasmid	NZ_CP030000	149387
plasmid	NZ_CP030001	149387
plasmid	NZ_CP030006	28142
plasmid	NZ_CP030003	149387
plasmid	NC_019270	394098
plasmid	NZ_CP030004	149387
plasmid	NZ_CP028312	611
plasmid	NZ_CP028313	611
plasmid	NZ_CP030025	117541
plasmid	NZ_CP041605	2594461
plasmid	NZ_CP041606	2594461
plasmid	NZ_CP041608	2594462
plasmid	NZ_CP041601	2594457
plasmid	NZ_CP041603	2594459
plasmid	NC_013770	425944
plasmid	NC_019271	1096935
plasmid	NZ_CP038863	197
plasmid	NZ_CP038864	197
plasmid	NZ_CP041688	2594269
plasmid	NZ_CP041669	454
plasmid	NZ_CP034684	2499213
plasmid	NZ_CP034685	2499213
plasmid	NZ_CP041766	2597660
plasmid	NZ_CP041658	1597
plasmid	NZ_CP040819	2579971
plasmid	NZ_CP040820	2579971
plasmid	NC_019273	453842
plasmid	NZ_CP040821	2579971
plasmid	NZ_CP040822	2579971
plasmid	NZ_CP040823	2579971
plasmid	NZ_CP040824	2579971
plasmid	NZ_CP041093	72407
plasmid	NZ_CP041094	72407
plasmid	NZ_CP041095	72407
plasmid	NZ_CP041096	72407
plasmid	NZ_CP041097	72407
plasmid	NZ_CP041098	72407
plasmid	NC_019274	1028420
plasmid	NC_014818	573065
plasmid	NC_014819	573065
plasmid	NZ_CP031766	562
plasmid	NZ_CP031767	562
plasmid	NZ_CP031764	562
plasmid	NZ_CP031765	562
plasmid	NZ_CP041512	621
plasmid	NC_019691	1173263
plasmid	NC_019692	1173263
plasmid	NC_019677	28072
plasmid	NC_019279	1159238
plasmid	NC_007928	1280
plasmid	NC_004965	382
plasmid	NC_019685	28072
plasmid	NZ_CP019115	470
plasmid	NZ_CP041920	562
plasmid	NZ_CP041921	562
plasmid	NZ_CP041922	562
plasmid	NZ_CP041677	1598
plasmid	NZ_CP041926	548
plasmid	NZ_CP041744	420953
plasmid	NZ_CP041878	1351
plasmid	NZ_CP041111	562
plasmid	NC_019280	470
plasmid	NZ_CP041112	562
plasmid	NZ_CP041113	562
plasmid	NZ_CP041114	562
plasmid	NZ_CP041115	562
plasmid	NZ_CP041116	562
plasmid	NZ_CP041117	562
plasmid	NZ_CP041118	562
plasmid	NZ_CP041119	562
plasmid	NZ_CP041120	562
plasmid	NZ_CP041121	562
plasmid	NC_019281	28090
plasmid	NZ_CP005999	340184
plasmid	NZ_CP006000	340184
plasmid	NZ_CP006001	340184
plasmid	NZ_CP006002	340184
plasmid	NZ_CP028315	1620419
plasmid	NZ_CP028316	1620419
plasmid	NZ_CP028317	1620419
plasmid	NZ_CP029996	59202
plasmid	NZ_CP029997	59202
plasmid	NZ_CP029998	59202
plasmid	NC_019283	80866
plasmid	NZ_CP028319	1620419
plasmid	NZ_CP029993	2577863
plasmid	NZ_CP029994	2577863
plasmid	NZ_CP036260	2377
plasmid	NZ_CP041782	473421
plasmid	NZ_CP011565	1604004
plasmid	NZ_CP041734	299766
plasmid	NZ_CP041735	299766
plasmid	NZ_CP041736	299766
plasmid	NZ_CP041737	299766
plasmid	NC_019296	657335
plasmid	NZ_LN997847	470
plasmid	NZ_LT591911	485
plasmid	NZ_LT591912	485
plasmid	NZ_LT591913	485
plasmid	NZ_LT591902	485
plasmid	NZ_LT591903	485
plasmid	NZ_LT592164	485
plasmid	NZ_LT591899	485
plasmid	NZ_CP041935	573
plasmid	NZ_CP041936	573
plasmid	NC_019297	657336
plasmid	NZ_CP041937	573
plasmid	NZ_CP041938	573
plasmid	NZ_CP036297	2528012
plasmid	NZ_CP041755	2578110
plasmid	NZ_CP041756	2578110
plasmid	NZ_CP042181	2578115
plasmid	NZ_CP036288	2528011
plasmid	NZ_CP042082	1280
plasmid	NZ_CP042083	1280
plasmid	NZ_CP042084	1280
plasmid	NC_019298	657338
plasmid	NZ_CP042085	1280
plasmid	NZ_CP042086	1280
plasmid	NZ_CP042087	1280
plasmid	NZ_CP042088	1280
plasmid	NZ_CP042089	1280
plasmid	NZ_CP042090	1280
plasmid	NZ_CP042091	1280
plasmid	NZ_CP042092	1280
plasmid	NZ_CP042093	1280
plasmid	NZ_CP042094	1280
plasmid	NC_016140	1284
plasmid	NZ_CP042095	1280
plasmid	NZ_CP042096	1280
plasmid	NZ_CP042097	1280
plasmid	NZ_CP042098	1280
plasmid	NZ_CP042099	1280
plasmid	NZ_CP042100	1280
plasmid	NZ_CP042101	1280
plasmid	NZ_CP042102	1280
plasmid	NZ_CP042103	1280
plasmid	NZ_CP042104	1280
plasmid	NC_019299	558688
plasmid	NZ_CP042105	1280
plasmid	NZ_CP042106	1280
plasmid	NZ_CP042158	1280
plasmid	NZ_CP042159	1280
plasmid	NZ_CP042160	1280
plasmid	NZ_CP031272	29380
plasmid	NZ_CP042009	1280
plasmid	NZ_CP042010	1280
plasmid	NZ_CP042011	1280
plasmid	NZ_CP042012	1280
plasmid	NC_019300	622759
plasmid	NZ_CP042013	1280
plasmid	NZ_CP042014	1280
plasmid	NZ_CP042015	1280
plasmid	NZ_CP042016	1280
plasmid	NZ_CP042017	1280
plasmid	NZ_CP042018	1280
plasmid	NZ_CP042019	1280
plasmid	NZ_CP042020	1280
plasmid	NZ_CP042021	1280
plasmid	NZ_CP042022	1280
plasmid	NC_019301	2371
plasmid	NC_007931	1280
plasmid	NZ_CP042023	1280
plasmid	NZ_CP042024	1280
plasmid	NZ_CP042025	1280
plasmid	NZ_CP042026	1280
plasmid	NZ_CP042027	1280
plasmid	NZ_CP042028	1280
plasmid	NZ_CP042029	1280
plasmid	NZ_CP042030	1280
plasmid	NZ_CP042031	1280
plasmid	NZ_CP042032	1280
plasmid	NC_019302	2371
plasmid	NZ_CP042033	1280
plasmid	NZ_CP042034	1280
plasmid	NZ_CP042035	1280
plasmid	NZ_CP042036	1280
plasmid	NZ_CP042037	1280
plasmid	NZ_CP042038	1280
plasmid	NZ_CP042039	1280
plasmid	NZ_CP042040	1280
plasmid	NZ_CP042041	1280
plasmid	NZ_CP042042	1280
plasmid	NC_019303	1282
plasmid	NZ_CP036351	2527962
plasmid	NZ_CP042047	1280
plasmid	NZ_CP042044	1280
plasmid	NZ_CP042045	1280
plasmid	NZ_CP042049	1280
plasmid	NZ_CP042050	1280
plasmid	NZ_CP042051	1280
plasmid	NZ_CP042052	1280
plasmid	NZ_CP042053	1280
plasmid	NZ_CP042054	1280
plasmid	NC_019304	1282
plasmid	NZ_CP042055	1280
plasmid	NZ_CP042056	1280
plasmid	NZ_CP042057	1280
plasmid	NZ_CP042058	1280
plasmid	NZ_CP042059	1280
plasmid	NZ_CP042060	1280
plasmid	NZ_CP042061	1280
plasmid	NZ_CP042062	1280
plasmid	NZ_CP042063	1280
plasmid	NZ_CP042064	1280
plasmid	NC_019307	1170711
plasmid	NZ_CP042065	1280
plasmid	NZ_CP042066	1280
plasmid	NZ_CP042067	1280
plasmid	NZ_CP042068	1280
plasmid	NZ_CP042069	1280
plasmid	NZ_CP042070	1280
plasmid	NZ_CP042071	1280
plasmid	NZ_CP042072	1280
plasmid	NZ_CP042073	1280
plasmid	NZ_CP042074	1280
plasmid	NC_019325	55601
plasmid	NZ_CP042075	1280
plasmid	NZ_CP042076	1280
plasmid	NZ_CP042077	1280
plasmid	NZ_CP042078	1280
plasmid	NZ_CP042079	1280
plasmid	NZ_CP042080	1280
plasmid	NZ_CP042108	1280
plasmid	NZ_CP042109	1280
plasmid	NZ_CP031273	46126
plasmid	NZ_CP042004	1280
plasmid	NC_019326	347202
plasmid	NZ_CP042005	1280
plasmid	NZ_CP042006	1280
plasmid	NZ_CP042007	1280
plasmid	NZ_CP042154	1280
plasmid	NZ_CP042155	1280
plasmid	NZ_CP042156	1280
plasmid	NZ_CP031278	1290
plasmid	NZ_CP031279	1290
plasmid	NZ_CP036340	2528024
plasmid	NZ_CP031197	29385
plasmid	NC_019327	438
plasmid	NZ_CP041966	473421
plasmid	NZ_CP031276	1288
plasmid	NZ_CP041962	473421
plasmid	NZ_CP041964	473421
plasmid	NZ_CP042245	562
plasmid	NZ_CP040454	562
plasmid	NZ_CP040455	562
plasmid	NZ_CP030755	108981
plasmid	NZ_CP030756	108981
plasmid	NZ_CP030757	108981
plasmid	NC_019329	1179815
plasmid	NZ_CP030758	108981
plasmid	NZ_CP032305	149391
plasmid	NZ_CP032306	149391
plasmid	NZ_CP042247	562
plasmid	NZ_CP042248	562
plasmid	NZ_CP042249	562
plasmid	NZ_CP030066	573
plasmid	NZ_CP030067	573
plasmid	NZ_CP030068	573
plasmid	NZ_CP030069	573
plasmid	NC_019330	347209
plasmid	NZ_CP030245	1590
plasmid	NZ_CP042240	2599399
plasmid	NZ_CP030071	573
plasmid	NZ_CP040685	287
plasmid	NZ_CP032703	59814
plasmid	NZ_CP032704	59814
plasmid	NZ_CP032705	59814
plasmid	NZ_CP032706	59814
plasmid	NZ_LT009691	1280
plasmid	NZ_CP014968	1454643
plasmid	NC_019331	347209
plasmid	NC_005018	573
plasmid	NZ_CP014976	1454644
plasmid	NZ_LN879548	1191062
plasmid	NZ_CP017653	470
plasmid	NZ_LT699705	1280
plasmid	NZ_CP018767	46170
plasmid	NZ_CP018144	470
plasmid	NZ_CP017776	492670
plasmid	NZ_CP016413	595
plasmid	NZ_CP015737	879274
plasmid	NZ_CP015738	879274
plasmid	NC_019332	347215
plasmid	NZ_CP015739	879274
plasmid	NZ_CP015740	879274
plasmid	NZ_CP015741	879274
plasmid	NZ_CP015742	879274
plasmid	NZ_CP015743	879274
plasmid	NZ_CP015744	879274
plasmid	NZ_CP015745	879274
plasmid	NZ_CP015746	879274
plasmid	NZ_CP015747	879274
plasmid	NZ_CP015748	879274
plasmid	NC_019334	317
plasmid	NZ_CP017651	470
plasmid	NZ_CP017649	470
plasmid	NZ_CP041758	2582827
plasmid	NZ_LT598658	446
plasmid	NZ_CP016085	1266923
plasmid	NZ_CP009260	102617
plasmid	NZ_LT838197	562
plasmid	NZ_LT838198	562
plasmid	NZ_LT838199	562
plasmid	NZ_LT598664	1352
plasmid	NC_019335	1179812
plasmid	NZ_LT598665	1352
plasmid	NZ_LT598666	1352
plasmid	NZ_LT598667	1352
plasmid	NZ_LT598668	1352
plasmid	NZ_CP014175	29341
plasmid	NZ_CP018075	54571
plasmid	NZ_LT853881	48664
plasmid	NZ_LT853886	48664
plasmid	NZ_LT853887	48664
plasmid	NZ_LT853883	48664
plasmid	NC_019336	1179813
plasmid	NZ_LT853884	48664
plasmid	NZ_LT703506	222805
plasmid	NZ_LT703507	222805
plasmid	NZ_LT703508	222805
plasmid	NZ_LT703509	222805
plasmid	NZ_LT703510	222805
plasmid	NZ_AP017618	562
plasmid	NZ_AP017619	562
plasmid	NZ_AP017611	562
plasmid	NZ_AP017612	562
plasmid	NC_019337	438
plasmid	NZ_AP017613	562
plasmid	NZ_AP017614	562
plasmid	NZ_AP017615	562
plasmid	NZ_AP017616	562
plasmid	NZ_AP017621	562
plasmid	NZ_AP017622	562
plasmid	NZ_CP017991	1915310
plasmid	NZ_CP017992	1915310
plasmid	NZ_CP017993	1915310
plasmid	NZ_CP022125	573
plasmid	NC_019339	347213
plasmid	NZ_CP022126	573
plasmid	NZ_CP022128	573
plasmid	NZ_CP021372	1571470
plasmid	NZ_CP021373	1571470
plasmid	NZ_CP021374	1571470
plasmid	NZ_CP021375	1571470
plasmid	NZ_CP033812	1283
plasmid	NZ_CP033813	1283
plasmid	NZ_LT969519	287
plasmid	NZ_CP039470	1208629
plasmid	NC_019342	1179812
plasmid	NZ_CP039468	1208630
plasmid	NZ_CP031903	1038927
plasmid	NZ_CP031904	1038927
plasmid	NZ_CP031905	1038927
plasmid	NZ_CP037924	1086030
plasmid	NZ_CP039483	1182183
plasmid	NZ_CP039479	1182190
plasmid	NZ_CP039464	1208623
plasmid	NZ_CP034941	337243
plasmid	NZ_CP034942	337243
plasmid	NC_019343	1179814
plasmid	NZ_CP039472	1183393
plasmid	NZ_CP039474	1183391
plasmid	NZ_CP039475	1183391
plasmid	NZ_CP039492	1182176
plasmid	NZ_CP039481	1182188
plasmid	NZ_CP039488	1182178
plasmid	NZ_CP039466	1208622
plasmid	NZ_CP031899	1078021
plasmid	NZ_CP031900	1078021
plasmid	NZ_CP031901	1078021
plasmid	NC_019345	470
plasmid	NZ_CP039454	881260
plasmid	NZ_CP041152	2590015
plasmid	NC_022371	1382700
plasmid	NZ_HG969193	85701
plasmid	NZ_CP039372	303
plasmid	NZ_CP039294	287
plasmid	NZ_LT607757	118062
plasmid	NZ_CP021180	562
plasmid	NZ_CP019601	159
plasmid	NZ_CP018096	444444
plasmid	NC_019346	550
plasmid	NC_002144	632
plasmid	NZ_CP015640	244566
plasmid	NZ_LN898145	1423778
plasmid	NZ_LS997974	90371
plasmid	NZ_LS997975	90371
plasmid	NZ_LS997976	90371
plasmid	NZ_LS997977	90371
plasmid	NZ_AP017656	120107
plasmid	NZ_AP017657	120107
plasmid	NZ_AP017658	120107
plasmid	NZ_AP017659	120107
plasmid	NC_019347	1359
plasmid	NZ_AP017660	120107
plasmid	NZ_AP017661	120107
plasmid	NZ_LN832560	34004
plasmid	NZ_LN832561	34004
plasmid	NZ_LN832562	34004
plasmid	NZ_AP018924	1280
plasmid	NZ_LS991422	1582
plasmid	NZ_AP018559	297
plasmid	NZ_LT671860	46170
plasmid	NZ_LR132068	1352
plasmid	NC_019348	1359
plasmid	NZ_LT969521	287
plasmid	NZ_AP018934	33074
plasmid	NZ_LR027518	274
plasmid	NZ_LR027519	274
plasmid	NZ_LR027520	274
plasmid	NZ_AP018539	1351
plasmid	NZ_AP018540	1351
plasmid	NZ_AP018541	1351
plasmid	NZ_AP018785	562
plasmid	NZ_LR134096	1352
plasmid	NC_019349	1359
plasmid	NZ_LR134097	1352
plasmid	NZ_LR134106	1352
plasmid	NZ_LR134107	1352
plasmid	NZ_LR134108	1352
plasmid	NZ_LR134109	1352
plasmid	NZ_LR134110	1352
plasmid	NZ_LR134111	1352
plasmid	NZ_LR134112	1352
plasmid	NZ_LR134113	1352
plasmid	NZ_AP018051	28132
plasmid	NC_019350	1359
plasmid	NZ_AP018809	562
plasmid	NZ_AP018810	562
plasmid	NZ_AP018811	562
plasmid	NZ_AP018812	562
plasmid	NZ_AP018797	562
plasmid	NZ_AP018798	562
plasmid	NZ_AP018799	562
plasmid	NZ_AP018800	562
plasmid	NZ_AP018801	562
plasmid	NZ_LR135171	1352
plasmid	NC_019351	1359
plasmid	NZ_LR135172	1352
plasmid	NZ_AP018563	985002
plasmid	NZ_AP018564	985002
plasmid	NZ_LR130546	562
plasmid	NZ_LR130547	562
plasmid	NZ_LR027555	379347
plasmid	NZ_LR027556	379347
plasmid	NZ_AP018378	485
plasmid	NZ_AP018380	485
plasmid	NZ_LR130563	562
plasmid	NC_019354	64642
plasmid	NZ_LR130512	1280
plasmid	NZ_LR135180	1352
plasmid	NZ_AP018384	485
plasmid	NZ_LR130514	1280
plasmid	NZ_AP018757	2487150
plasmid	NZ_AP018758	2487150
plasmid	NZ_LR213453	623
plasmid	NZ_LR213454	623
plasmid	NZ_LR130553	562
plasmid	NZ_LR130554	562
plasmid	NC_019355	64642
plasmid	NZ_LR135175	1352
plasmid	NZ_LR135176	1352
plasmid	NZ_LR135177	1352
plasmid	NZ_LR135178	1352
plasmid	NZ_AP018520	2082188
plasmid	NZ_AP018521	2082188
plasmid	NZ_LR135192	1352
plasmid	NZ_LR135193	1352
plasmid	NZ_LR135194	1352
plasmid	NZ_LR135195	1352
plasmid	NC_019356	59779
plasmid	NZ_LR135196	1352
plasmid	NZ_LR130510	1280
plasmid	NZ_LR130519	1280
plasmid	NZ_LR130520	1280
plasmid	NZ_CP035111	777
plasmid	NZ_LR213456	623
plasmid	NZ_LR213457	623
plasmid	NZ_LR130556	562
plasmid	NZ_LR130557	562
plasmid	NZ_LR130558	562
plasmid	NC_019357	621
plasmid	NZ_LR130559	562
plasmid	NZ_LR130560	562
plasmid	NZ_LR130561	562
plasmid	NZ_CP015279	222805
plasmid	NZ_CP015280	222805
plasmid	NZ_LT984799	164546
plasmid	NZ_LT984800	164546
plasmid	NZ_LT984802	164546
plasmid	NZ_LR135373	1352
plasmid	NZ_LR135374	1352
plasmid	NC_019362	74349
plasmid	NC_002096	1280
plasmid	NZ_LR135375	1352
plasmid	NZ_LR135376	1352
plasmid	NZ_LR135377	1352
plasmid	NZ_LR135378	1352
plasmid	NZ_LR135379	1352
plasmid	NZ_LR135380	1352
plasmid	NZ_LR135381	1352
plasmid	NZ_LR135382	1352
plasmid	NZ_LR135383	1352
plasmid	NZ_LR135397	1352
plasmid	NC_019363	74349
plasmid	NZ_LR135398	1352
plasmid	NZ_LR135399	1352
plasmid	NZ_LR135400	1352
plasmid	NZ_LR135255	1352
plasmid	NZ_LR135256	1352
plasmid	NZ_LR135257	1352
plasmid	NZ_LR135308	1352
plasmid	NZ_LR135309	1352
plasmid	NZ_LR135310	1352
plasmid	NZ_LR135311	1352
plasmid	NC_019364	74349
plasmid	NZ_LR135312	1352
plasmid	NZ_LR135313	1352
plasmid	NZ_LR135314	1352
plasmid	NZ_LR135315	1352
plasmid	NZ_LR135316	1352
plasmid	NZ_LR135385	1352
plasmid	NZ_LR135386	1352
plasmid	NZ_LR135387	1352
plasmid	NZ_LR135388	1352
plasmid	NZ_LR135389	1352
plasmid	NC_019365	68892
plasmid	NZ_LR135390	1352
plasmid	NZ_LR135391	1352
plasmid	NZ_LR135392	1352
plasmid	NZ_LR135393	1352
plasmid	NZ_LR135227	1352
plasmid	NZ_LR135228	1352
plasmid	NZ_LR135230	1352
plasmid	NZ_LR135231	1352
plasmid	NZ_LR135232	1352
plasmid	NZ_LR135233	1352
plasmid	NC_019366	453842
plasmid	NZ_LR135234	1352
plasmid	NZ_LR130516	1280
plasmid	NZ_LR130517	1280
plasmid	NZ_LR213459	624
plasmid	NZ_LR213460	624
plasmid	NZ_LR213461	624
plasmid	NZ_LR025097	562
plasmid	NZ_LS450957	83555
plasmid	NZ_LT984804	164546
plasmid	NZ_LT984805	164546
plasmid	NC_019367	59779
plasmid	NZ_LS992191	562
plasmid	NZ_LT996083	1252
plasmid	NZ_LT996084	1252
plasmid	NZ_LR027871	1280
plasmid	NZ_LR027872	1280
plasmid	NZ_LT991587	1252
plasmid	NZ_LT991588	1252
plasmid	NZ_LS992186	562
plasmid	NZ_LS992187	562
plasmid	NZ_LS992188	562
plasmid	NC_019368	550
plasmid	NZ_LS992189	562
plasmid	NZ_LT984807	164546
plasmid	NZ_LT984808	164546
plasmid	NZ_LS450959	83555
plasmid	NZ_LR595692	562
plasmid	NZ_LR595693	562
plasmid	NZ_LR595694	562
plasmid	NZ_LR027879	1280
plasmid	NZ_LR027875	1280
plasmid	NZ_LR595849	1313
plasmid	NC_019370	119602
plasmid	NZ_AP019693	28150
plasmid	NZ_AP019694	28150
plasmid	NZ_AP019369	2493639
plasmid	NZ_AP019370	2493639
plasmid	NZ_CP038792	562
plasmid	NZ_CP038793	562
plasmid	NZ_CP038794	562
plasmid	NZ_CP038795	562
plasmid	NZ_AP019722	1282
plasmid	NZ_LR536659	1352
plasmid	NC_019373	1232493
plasmid	NZ_LR536660	1352
plasmid	NZ_LR536661	1352
plasmid	NZ_AP019775	104628
plasmid	NZ_AP019776	104628
plasmid	NZ_LR136959	2358187
plasmid	NZ_AP019395	1352
plasmid	NZ_AP019396	1352
plasmid	NZ_LR130549	573
plasmid	NZ_LR130550	573
plasmid	NZ_LR130551	573
plasmid	NC_019374	1232493
plasmid	NZ_AP019752	1280
plasmid	NZ_LS999207	550
plasmid	NZ_AP019741	981334
plasmid	NZ_AP019742	981334
plasmid	NZ_AP019743	981334
plasmid	NZ_AP019744	981334
plasmid	NZ_AP019745	981334
plasmid	NZ_AP019746	981334
plasmid	NZ_AP019747	981334
plasmid	NZ_AP019748	981334
plasmid	NC_019375	588
plasmid	NC_005020	1280
plasmid	NZ_LR130542	573
plasmid	NZ_LR025093	573
plasmid	NZ_LR025094	573
plasmid	NZ_LR025095	573
plasmid	NZ_LR130540	244366
plasmid	NZ_LS992176	546
plasmid	NZ_LS992177	546
plasmid	NZ_LS992178	546
plasmid	NZ_LS992179	546
plasmid	NZ_LS992184	546
plasmid	NC_019376	1208342
plasmid	NZ_AP019717	1492
plasmid	NZ_AP019718	1492
plasmid	NZ_AP019719	1492
plasmid	NZ_AP019732	1392
plasmid	NZ_AP019733	1392
plasmid	NZ_AP019633	61645
plasmid	NZ_AP019725	820
plasmid	NZ_AP019726	820
plasmid	NZ_AP019727	820
plasmid	NZ_AP019728	820
plasmid	NC_019377	1359
plasmid	NZ_AP019715	135461
plasmid	NZ_AP019635	2565914
plasmid	NZ_AP019636	2565914
plasmid	NZ_AP019631	61645
plasmid	NZ_AP019795	274
plasmid	NZ_AP019800	190895
plasmid	NZ_AP018921	2074
plasmid	NZ_CP026057	546
plasmid	NZ_CP026058	546
plasmid	NZ_CP014066	85698
plasmid	NC_019378	292
plasmid	NZ_CP026682	1261031
plasmid	NZ_CP026683	1261031
plasmid	NZ_CP026684	1261031
plasmid	NZ_CP026685	1261031
plasmid	NZ_CP026686	1261031
plasmid	NZ_CP026687	1261031
plasmid	NZ_CP026688	1261031
plasmid	NZ_CP026689	1261031
plasmid	NZ_CP026690	1261031
plasmid	NZ_CP026691	1261031
plasmid	NC_019019	542
plasmid	NZ_CP026653	2049881
plasmid	NZ_CP026654	2049881
plasmid	NZ_CP027670	2109915
plasmid	NZ_CP027671	2109915
plasmid	NZ_CP027861	2021234
plasmid	NZ_CP021035	33014
plasmid	NZ_CP021036	33014
plasmid	NZ_CP021037	33014
plasmid	NZ_CP029356	2202148
plasmid	NZ_CP029357	2202148
plasmid	NC_019284	1351
plasmid	NZ_CP029358	2202148
plasmid	NZ_CP029359	2202148
plasmid	NZ_CP029360	2202148
plasmid	NZ_CP042327	522448
plasmid	NZ_CP042328	522448
plasmid	NZ_CP042329	522448
plasmid	NZ_CP042330	522448
plasmid	NZ_CP041640	573
plasmid	NZ_CP041641	573
plasmid	NZ_CP041642	573
plasmid	NC_019285	1230452
plasmid	NZ_CP042262	2599296
plasmid	NZ_CP042263	2599296
plasmid	NZ_CP042264	2599296
plasmid	NZ_CP042265	2599296
plasmid	NZ_CP041624	83334
plasmid	NZ_CP041625	83334
plasmid	NZ_CP041262	1352
plasmid	NZ_CP041263	1352
plasmid	NZ_CP041264	1352
plasmid	NZ_CP041265	1352
plasmid	NC_019286	571
plasmid	NZ_CP041266	1352
plasmid	NZ_CP041267	1352
plasmid	NZ_CP041268	1352
plasmid	NZ_CP041269	1352
plasmid	NZ_CP041271	1352
plasmid	NZ_CP041272	1352
plasmid	NZ_CP041273	1352
plasmid	NZ_CP041275	1352
plasmid	NZ_CP041276	1352
plasmid	NZ_CP041277	1352
plasmid	NC_019287	453842
plasmid	NZ_CP041278	1352
plasmid	NZ_CP041279	1352
plasmid	NZ_CP042287	985002
plasmid	NZ_LR130565	562
plasmid	NZ_LR130566	562
plasmid	NZ_AP017899	1914525
plasmid	NZ_CP015393	573
plasmid	NZ_CP015394	573
plasmid	NZ_CP015395	573
plasmid	NZ_CP015396	573
plasmid	NC_019288	453842
plasmid	NZ_CP015397	573
plasmid	NZ_CP036152	1352
plasmid	NZ_CP036153	1352
plasmid	NZ_CP036154	1352
plasmid	NZ_CP036155	1352
plasmid	NZ_CP036156	1352
plasmid	NZ_CP036157	1352
plasmid	NZ_CP036158	1352
plasmid	NZ_CP036159	1352
plasmid	NZ_CP036160	1352
plasmid	NC_019289	225362
plasmid	NC_002635	216816
plasmid	NZ_CP036161	1352
plasmid	NZ_CP025691	1590
plasmid	NZ_CP025692	1590
plasmid	NZ_CP025693	1590
plasmid	NZ_CP025694	1590
plasmid	NZ_CP025695	1590
plasmid	NZ_CP035536	72407
plasmid	NZ_CP035537	72407
plasmid	NZ_CP035538	72407
plasmid	NZ_CP035539	72407
plasmid	NC_019290	137854
plasmid	NZ_CP038510	1211322
plasmid	NZ_CP038511	1211322
plasmid	NZ_LT575494	215221
plasmid	NZ_CP014450	1352
plasmid	NZ_CP014451	1352
plasmid	NZ_CP014452	1352
plasmid	NZ_AP011527	637914
plasmid	NZ_CP042365	48296
plasmid	NZ_CP042366	48296
plasmid	NZ_CP042367	48296
plasmid	NC_019291	35762
plasmid	NZ_CP042368	48296
plasmid	NZ_CP042369	48296
plasmid	NZ_CP042370	48296
plasmid	NZ_CP042584	562
plasmid	NZ_CP042586	562
plasmid	NZ_CP042587	562
plasmid	NZ_CP042405	1245
plasmid	NZ_CP042406	1245
plasmid	NZ_CP042407	1245
plasmid	NZ_AP019836	157687
plasmid	NC_019180	727
plasmid	NZ_AP019837	157687
plasmid	NZ_AP019838	157687
plasmid	NZ_AP019839	157687
plasmid	NZ_CP042414	33964
plasmid	NZ_CP042415	33964
